Timestamp,Detected Label
2024-12-08 20:05:10,brown: 1.31
2024-12-08 20:05:10,scissor: 1.30
2024-12-08 20:05:10,fang: 1.28
2024-12-08 20:05:10,can: 1.27
2024-12-08 20:05:10,person many: 1.27
2024-12-08 20:05:12,asian: 1.38
2024-12-08 20:05:12,hair: 1.32
2024-12-08 20:05:12,finger: 1.32
2024-12-08 20:05:12,korean: 1.32
2024-12-08 20:05:12,hand: 1.31
2024-12-08 20:05:12,triangle: 1.29
2024-12-08 20:05:12,scissor: 1.27
2024-12-08 20:05:12,brown: 1.26
2024-12-08 20:05:12,can: 1.25
2024-12-08 20:05:12,fang: 1.24
2024-12-08 20:05:14,finger: 1.31
2024-12-08 20:05:14,asian: 1.30
2024-12-08 20:05:14,hand: 1.29
2024-12-08 20:05:14,triangle: 1.28
2024-12-08 20:05:14,rectangle: 1.27
2024-12-08 20:05:14,korean: 1.26
2024-12-08 20:05:14,hair: 1.24
2024-12-08 20:05:14,scissor: 1.22
2024-12-08 20:05:14,can: 1.21
2024-12-08 20:05:14,white many: 1.21
2024-12-08 20:05:16,finger: 1.30
2024-12-08 20:05:16,rectangle: 1.29
2024-12-08 20:05:16,hand: 1.26
2024-12-08 20:05:16,triangle: 1.26
2024-12-08 20:05:16,card: 1.26
2024-12-08 20:05:16,asian: 1.21
2024-12-08 20:05:16,korean: 1.21
2024-12-08 20:05:16,sheet: 1.20
2024-12-08 20:05:16,white many: 1.19
2024-12-08 20:05:16,folder: 1.19
2024-12-08 20:05:18,rectangle: 1.33
2024-12-08 20:05:18,card: 1.31
2024-12-08 20:05:18,finger: 1.29
2024-12-08 20:05:18,triangle: 1.26
2024-12-08 20:05:18,hand: 1.24
2024-12-08 20:05:18,sheet: 1.21
2024-12-08 20:05:18,folder: 1.21
2024-12-08 20:05:18,white many: 1.18
2024-12-08 20:05:18,filed: 1.18
2024-12-08 20:05:18,korean: 1.18
2024-12-08 20:05:20,rectangle: 1.35
2024-12-08 20:05:20,card: 1.35
2024-12-08 20:05:20,finger: 1.27
2024-12-08 20:05:20,triangle: 1.25
2024-12-08 20:05:20,hand: 1.22
2024-12-08 20:05:20,folder: 1.22
2024-12-08 20:05:20,sheet: 1.21
2024-12-08 20:05:20,paint: 1.19
2024-12-08 20:05:20,white many: 1.17
2024-12-08 20:05:20,filed: 1.17
2024-12-08 20:05:22,card: 1.37
2024-12-08 20:05:22,rectangle: 1.36
2024-12-08 20:05:22,finger: 1.25
2024-12-08 20:05:22,triangle: 1.23
2024-12-08 20:05:22,folder: 1.23
2024-12-08 20:05:22,sheet: 1.21
2024-12-08 20:05:22,paint: 1.20
2024-12-08 20:05:22,hand: 1.19
2024-12-08 20:05:22,stamp: 1.17
2024-12-08 20:05:22,filed: 1.16
2024-12-08 20:05:24,card: 1.38
2024-12-08 20:05:24,rectangle: 1.36
2024-12-08 20:05:24,finger: 1.23
2024-12-08 20:05:24,folder: 1.21
2024-12-08 20:05:24,paint: 1.19
2024-12-08 20:05:24,triangle: 1.19
2024-12-08 20:05:24,sheet: 1.19
2024-12-08 20:05:24,stamp: 1.16
2024-12-08 20:05:24,hand: 1.15
2024-12-08 20:05:24,filed: 1.14
2024-12-08 20:05:26,card: 1.38
2024-12-08 20:05:26,rectangle: 1.38
2024-12-08 20:05:26,paint: 1.24
2024-12-08 20:05:26,folder: 1.23
2024-12-08 20:05:26,finger: 1.23
2024-12-08 20:05:26,sheet: 1.20
2024-12-08 20:05:26,triangle: 1.18
2024-12-08 20:05:26,stamp: 1.18
2024-12-08 20:05:26,notepad: 1.15
2024-12-08 20:05:26,hand: 1.14
2024-12-08 20:05:28,card: 1.38
2024-12-08 20:05:28,rectangle: 1.37
2024-12-08 20:05:28,folder: 1.25
2024-12-08 20:05:28,paint: 1.22
2024-12-08 20:05:28,sheet: 1.19
2024-12-08 20:05:28,finger: 1.19
2024-12-08 20:05:28,red: 1.17
2024-12-08 20:05:28,stamp: 1.16
2024-12-08 20:05:28,triangle: 1.16
2024-12-08 20:05:28,notepad: 1.15
2024-12-08 20:05:30,rectangle: 1.30
2024-12-08 20:05:30,card: 1.30
2024-12-08 20:05:30,folder: 1.18
2024-12-08 20:05:30,paint: 1.16
2024-12-08 20:05:30,sheet: 1.15
2024-12-08 20:05:30,finger: 1.13
2024-12-08 20:05:30,triangle: 1.12
2024-12-08 20:05:30,stamp: 1.10
2024-12-08 20:05:30,filed: 1.10
2024-12-08 20:05:30,notepad: 1.09
2024-12-08 20:05:32,rectangle: 1.24
2024-12-08 20:05:32,card: 1.23
2024-12-08 20:05:32,folder: 1.14
2024-12-08 20:05:32,sheet: 1.12
2024-12-08 20:05:32,paint: 1.12
2024-12-08 20:05:32,triangle: 1.09
2024-12-08 20:05:32,finger: 1.08
2024-12-08 20:05:32,filed: 1.07
2024-12-08 20:05:32,paint brush: 1.06
2024-12-08 20:05:32,korean: 1.06
2024-12-08 20:05:34,rectangle: 1.26
2024-12-08 20:05:34,card: 1.23
2024-12-08 20:05:34,folder: 1.13
2024-12-08 20:05:34,paint: 1.13
2024-12-08 20:05:34,sheet: 1.12
2024-12-08 20:05:34,triangle: 1.08
2024-12-08 20:05:34,finger: 1.08
2024-12-08 20:05:34,korean: 1.06
2024-12-08 20:05:34,paint brush: 1.06
2024-12-08 20:05:34,filed: 1.06
2024-12-08 20:05:36,rectangle: 1.25
2024-12-08 20:05:36,card: 1.21
2024-12-08 20:05:36,paint: 1.13
2024-12-08 20:05:36,folder: 1.12
2024-12-08 20:05:36,sheet: 1.11
2024-12-08 20:05:36,triangle: 1.08
2024-12-08 20:05:36,paint brush: 1.06
2024-12-08 20:05:36,finger: 1.06
2024-12-08 20:05:36,filed: 1.04
2024-12-08 20:05:36,notepad: 1.04
2024-12-08 20:05:38,rectangle: 1.24
2024-12-08 20:05:38,card: 1.22
2024-12-08 20:05:38,paint: 1.13
2024-12-08 20:05:38,folder: 1.11
2024-12-08 20:05:38,sheet: 1.10
2024-12-08 20:05:38,triangle: 1.06
2024-12-08 20:05:38,paint brush: 1.05
2024-12-08 20:05:38,american flag: 1.04
2024-12-08 20:05:38,finger: 1.03
2024-12-08 20:05:38,box: 1.03
2024-12-08 20:05:40,rectangle: 1.24
2024-12-08 20:05:40,card: 1.21
